0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
0.35100635062675145,0.2650736731413113,0.264184291574507,0.26329242554743165,0.2622149795398142,0.26264076082004234,0.26219720184631923,0.26280674116955727,0.26260358593302385,0.2628675828410837,0.26324238667723193,0.2642678430532516,0.26441151847055544,0.26484970364872934,0.26711354384770164,0.26654695808203843,0.2682803016012106,0.2680914642172021,0.26910414862708765,0.2704334084857321,0.2724620715157886,0.2742207565297254,0.2775672877079983,0.28228435759223386,0.28218924877237656,0.2793788089103659,0.2777498495293963,0.2767674755348174,0.2767443792560014,0.2765207042179701,0.27510093639182215,0.27434308399210766,0.2735929610243475,0.27247184372618805,0.2709108849430073,0.2689372665105114,0.2677145623923805,0.2651953012741358,0.26345246159570546,0.2614844562030812,0.26042059191161215,0.25707428157425216,0.25638117236886004,0.2585763310438951,0.25947204338353824,0.25933915236415167,0.25996278869900175,0.26075466900272476,0.2605542190673753
2.586745866547344,1.9586889228673252,1.9526867529316854,1.946023258608798,1.936500589082566,1.9411817916960206,1.9379874382642095,1.9441338023211636,1.9456656275118687,1.950068489805234,1.9513649640250503,1.9581943521079235,1.957195613581718,1.9657795913757037,1.9819598419548023,1.9812599566701548,1.9927222432915932,1.9900459169328595,1.9974637643003863,2.006568088379134,2.0191590666861257,2.0323542702248645,2.0546641594636,2.089110551967737,2.089932160343613,2.0678543549164634,2.0569543638169696,2.048684651850811,2.0480083681681527,2.043841043805714,2.0337524821116983,2.028756075237802,2.0227359639089664,2.014620550570642,2.003386396814516,1.9890511288871202,1.980018494927415,1.9618962343046993,1.949006750976543,1.9345585542349546,1.926713423580555,1.905033491036051,1.9011123943944688,1.9151304279865207,1.9210644337636011,1.9206080245462247,1.9231946547911205,1.9264744694729203,1.9247515655513818
9.178173205215868,6.9708218960342805,6.949637631885413,6.925576458675604,6.886956862616438,6.909306758682614,6.899140492495688,6.924144183323767,6.937912321861634,6.959606722274105,6.960223486482117,6.981803939861608,6.972156837474283,7.01600667078959,7.068860968533526,7.075720098011127,7.109984342422373,7.096613125361611,7.121130733594517,7.151082637357584,7.1900726753043775,7.238816347979565,7.311546997541173,7.4333325105702395,7.445329989025037,7.364485483143518,7.330716950548693,7.299403770513468,7.296131327970963,7.2751305429986735,7.242712207718049,7.227541588224369,7.2058958958165045,7.17905862237915,7.141717362784654,7.092336972514775,7.060338598552298,6.997584724802137,6.952069421696275,6.902053712503163,6.8751560789206625,6.809544856220361,6.799964141812424,6.839302785540326,6.856361071151549,6.855357621338213,6.857627882961146,6.859986771781144,6.851571318692952
21.397390340350924,16.302047558691175,16.249608431781713,16.194162554173715,16.09724912405107,16.16166375643948,16.142566336241483,16.20146932543852,16.244655737047918,16.302340949197795,16.299888685428716,16.345450297645126,16.314433207126978,16.430436391885124,16.53469227248946,16.56282204883735,16.6249895053036,16.58782384160333,16.636069968285717,16.69866961964356,16.78072527088293,16.89855908864528,17.0587797054481,17.342768647933415,17.396835630381858,17.20787779988361,17.140600004338403,17.068310350919155,17.06275322231671,17.008650320884975,16.946938490515006,16.919049844263522,16.872013329038293,16.818279793267397,16.74202353747276,16.633374324338796,16.560598860066534,16.419286471658623,16.31549219743665,16.204766990080017,16.14786239843415,16.0224050432007,16.009320869913328,16.073252629857286,16.101536439408306,16.097703516414395,16.0899997165233,16.076145699059875,16.0492598971002
37.74168986631746,28.843917094704203,28.7433662987702,28.65394567346049,28.478501417686783,28.60514509382668,28.58481455767541,28.67669863672421,28.75885179086361,28.86431969752761,28.86652750855504,28.940253192193175,28.883450208076493,29.07913471395079,29.21786912316598,29.269295530199674,29.348392644085298,29.27769730099929,29.334797008276503,29.42670300863187,29.55512206264642,29.762726636447276,30.034151556542167,30.53294396492026,30.66651522058077,30.338428273691846,30.235005704322646,30.11930258882015,30.121676220867176,30.036249029487372,29.962774278713677,29.930495495850025,29.862783458068968,29.79212968452098,29.68674229856735,29.51382646103322,29.394346642481768,29.158597658773434,28.983991195456273,28.80474522104998,28.722478137231057,28.55068381434639,28.54000405919228,28.60696973317006,28.63738253734281,28.624387016741128,28.598296195667714,28.545373500448108,28.4878749674899
54.72741195633508,41.96607134775236,41.808654852323215,41.70694956277917,41.44910494198326,41.62975568456254,41.632847276035,41.728816833746414,41.847451002450505,42.001026777092335,42.033344652853735,42.12574640879476,42.05616633224557,42.2842516658232,42.41615702112639,42.46544779076796,42.54506874080634,42.43871639549251,42.45704931221027,42.55585706405208,42.7043941789022,42.98670421814859,43.35795943490707,44.06652920774648,44.27877141228648,43.81185934580521,43.67163071069628,43.53399391513972,43.56567179881519,43.47995928755221,43.438884656103696,43.42302537184098,43.36393195186039,43.30883318607496,43.21239864886159,43.0005701534293,42.851208386809965,42.53743104096964,42.3050481880027,42.076177609766155,41.9988605247807,41.82272374222985,41.81337238443578,41.86290213275453,41.88453181235367,41.855341900659255,41.81776105367609,41.706410618603705,41.618606502215194
68.80686893082567,52.96311428165794,52.75287591222352,52.67826295960016,52.34939065403844,52.54373666249245,52.608211555264084,52.66443912428889,52.81415624306735,53.00474050079051,53.09924614266564,53.18258786425569,53.11983122967237,53.29791264840982,53.38669870037382,53.38780714044486,53.45816723108369,53.31798980728322,53.230670814234784,53.30885668457329,53.42304816273269,53.7290926892583,54.14706261721247,55.000741727510075,55.2345296565028,54.65143496362973,54.470271584115466,54.34424411804364,54.428740782290824,54.385655513851454,54.43307226188481,54.45941169804826,54.45649810425244,54.45969547890253,54.42273462871081,54.219477567714506,54.07777110468253,53.73116005275459,53.48053224773884,53.239141161961314,53.22313237677073,53.09609841005119,53.06923347631305,53.10584144555327,53.112760620429064,53.06711776543636,53.03870696734389,52.86376803070314,52.755350915376816
77.81169782858845,60.11030629762449,59.86260093516072,59.841221733324595,59.481818487804574,59.641341322889744,59.79608090448008,59.7896460343104,59.96134389652291,60.16302817635367,60.338527537724154,60.380783278148776,60.33250806080144,60.38897766131512,60.4148199799807,60.32503371457426,60.37957691273315,60.208207169552814,59.96386246551249,60.006292998934455,60.02814305106386,60.292182429949335,60.68886902406214,61.601177400970364,61.788210396924406,61.122744525705194,60.898476733169076,60.812857686313976,60.965371602645874,60.99558313102775,61.18231639285133,61.2697534744798,61.36517045309189,61.45962348557476,61.51936832625505,61.3743776723922,61.28508610745172,60.96603706157433,60.75076101925349,60.53462258427597,60.640542850780456,60.60611936561497,60.53667437566337,60.5885158258565,60.58207849575555,60.53119389132971,60.52883341177139,60.304613188448954,60.17754230009353
81.42072364296776,63.01052051337068,62.74884839987852,62.76841890126231,62.4528337770098,62.548344864753105,62.79007133526647,62.738276918163066,62.910427813296444,63.087365031192704,63.33664623891025,63.32273662188336,63.277714994316035,63.18685960156204,63.13927690098789,62.93979290089105,62.96638618974585,62.76693356554887,62.35748809443861,62.36655311065518,62.26732117065915,62.439685464240945,62.77785428187938,63.68517835440886,63.810147460850544,63.11102916144982,62.85628674909131,62.83047498543402,63.054510112484685,63.17184796852588,63.52912990890662,63.68215521759312,63.891514900045664,64.08648686953046,64.2501306297559,64.19527051822595,64.19015888688573,63.95591765426764,63.81936059823764,63.653902498910305,63.90469551799109,63.97860033011876,63.8654951222023,63.96368130039469,63.95405704289875,63.91657529854047,63.940262800161264,63.69226052512188,63.53864752624445
80.80162773199126,62.409984719776745,62.163722311021246,62.184704512107466,61.986111545319524,62.02370862275842,62.31493970661592,62.256200392335785,62.39783994568436,62.5205065103021,62.80740986173915,62.74768246038298,62.684417019273255,62.47602253414902,62.35225505855712,62.055537009902324,62.0353693899886,61.81688298334181,61.283689541749126,61.274747098921225,61.077444128691184,61.15405122498218,61.45244397545561,62.32844824157449,62.44684790263654,61.778738681665594,61.52477088465215,61.56919482142115,61.85887656013517,62.06535294550229,62.5952205834019,62.80528665288369,63.11588058877363,63.395149627399995,63.64161149669467,63.679771259527314,63.7609652680565,63.64564148413208,63.60083136374037,63.4960988426673,63.85510800131639,64.01930757905028,63.89632047951739,64.05807016367281,64.06301631527833,64.05424719591365,64.08889539088965,63.84137050596767,63.65666083878903
